"Movie Name","Release Year","Director","Age Difference","Actor 1 Name","Actor 1 Gender","Actor 1 Birthdate","Actor 1 Age","Actor 2 Name","Actor 2 Gender","Actor 2 Birthdate","Actor 2 Age"
"Deadpool","2016","Tim Miller","3","Ryan Reynolds","man","1976-10-23","40","Morena Baccarin","woman","1979-06-02","37"
"Don Jon","2013","Joseph Gordon-Levitt","3","Joseph Gordon-Levitt","man","1981-02-17","32","Scarlett Johansson","woman","1984-11-22","29"
"Enemy of the State","1998","Tony Scott","3","Will Smith","man","1968-09-25","30","Regina King","woman","1971-01-15","27"
"Fight Club","1999","David Fincher","3","Edward Norton","man","1969-08-18","30","Helena Bonham Carter","woman","1966-05-26","33"
"Fight Club","1999","David Fincher","3","Brad Pitt","man","1963-12-18","36","Helena Bonham Carter","woman","1966-05-26","33"
"Fools Rush In","1997","Andy Tennant","3","Matthew Perry","man","1969-08-19","28","Salma Hayek","woman","1966-09-02","31"
"Forgetting Sarah Marshall","2008","Nicholas Stoller","3","Jason Segel","man","1980-01-18","28","Mila Kunis","woman","1983-08-14","25"
"Gigli","2003","Martin Brest","3","Ben Affleck","man","1972-08-15","31","Jennifer Lopez","woman","1969-07-24","34"
"Hacksaw Ridge","2016","Mel Gibson","3","Andrew Garfield","man","1983-08-20","33","Teresa Palmer","woman","1986-02-26","30"
"He's Just Not That Into You","2009","Ken Kwapis","3","Ben Affleck","man","1972-08-15","37","Jennifer Aniston","woman","1969-02-11","40"
"His Girl Friday","1940","Howard Hawks","3","Cary Grant","man","1904-01-18","36","Rosalind Russell","woman","1907-06-04","33"
"I Know What You Did Last Summer","1997","Jim Gillespie","3","Freddie Prinze Jr.","man","1976-03-08","21","Jennifer Love Hewitt","woman","1979-02-21","18"
"I Know What You Did Last Summer","1997","Jim Gillespie","3","Ryan Phillippe","man","1974-09-10","23","Sarah Michelle Gellar","woman","1977-04-14","20"
"Idle Hands","1999","Rodman Flender","3","Devon Sawa","man","1978-09-07","21","Jessica Alba","woman","1981-04-28","18"
"Imagine Me & You","2005","Ol Parker","3","Lena Headey","woman","1973-10-03","32","Piper Perabo","woman","1976-10-31","29"
"Independence Day: Resurgence","2016","Roland Emmerich","3","Liam Hemsworth","man","1990-01-13","26","Maika Monroe","woman","1993-05-29","23"
"Inferno","2016","Ron Howard","3","Ben Foster","man","1980-10-29","36","Felicity Jones","woman","1983-10-17","33"
"Inventing the Abbotts","1997","Pat O'Connor","3","Joaquin Phoenix","man","1974-10-28","23","Liv Tyler","woman","1977-07-01","20"
"Invincible","2006","Ericson Core","3","Mark Wahlberg","man","1971-06-05","35","Elizabeth Banks","woman","1974-02-10","32"
"Juno","2007","Jason Reitman","3","Jason Bateman","man","1969-01-14","38","Jennifer Garner","woman","1972-04-17","35"
"Just Go with It","2011","Dennis Dugan","3","Adam Sandler","man","1966-09-09","45","Jennifer Aniston","woman","1969-02-11","42"
"Knocked Up","2007","Judd Apatow","3","Paul Rudd","man","1969-04-06","38","Leslie Mann","woman","1972-03-26","35"
"La ragazza con la valigia","1961","Valerio Zurlini","3","Jacques Perrin","man","1941-07-13","20","Claudia Cardinale","woman","1938-04-15","23"
"Les Miserables","2012","Tom Hooper","3","Eddie Redmayne","man","1982-01-26","30","Amanda Seyfried","woman","1985-12-03","27"
"Liar Liar","1997","Tom Shadyac","3","Jim Carrey","man","1962-01-17","35","Maura Tierney","woman","1965-02-03","32"
"Look Who's Talking","1989","Amy Heckerling","3","John Travolta","man","1954-02-18","35","Kirstie Alley","woman","1951-01-12","38"
"Made of Honor","2008","Paul Weiland","3","Kevin McKidd","man","1973-08-09","35","Michelle Monaghan","woman","1976-03-23","32"
"Me Before You","2016","Thea Sharrock","3","Matthew Lewis","man","1989-06-27","27","Emilia Clarke","woman","1986-10-23","30"
"Mickey Blue Eyes","1999","Kelly Makin","3","Hugh Grant","man","1960-09-09","39","Jeanne Tripplehorn","woman","1963-06-10","36"
"Mirror Mirror","2012","Tarsem Singh","3","Armie Hammer","man","1986-08-28","26","Lily Collins","woman","1989-03-18","23"
"Mona Lisa Smile","2003","Mike Newell","3","Topher Grace","man","1978-07-19","25","Julia Stiles","woman","1981-03-28","22"
"Neighbors","2014","Nicholas Stoller","3","Seth Rogen","man","1982-04-15","32","Rose Byrne","woman","1979-07-24","35"
"On the Basis of Sex","2018","Mimi Leder","3","Armie Hammer","man","1986-08-28","32","Felicity Jones","woman","1983-10-17","35"
"One Fine Day","1996","Michael Hoffman","3","George Clooney","man","1961-05-06","35","Michelle Pfeiffer","woman","1958-04-29","38"
"Palo Alto","2013","Gia Coppola","3","Nat Wolff","man","1994-12-17","19","Emma Roberts","woman","1991-02-10","22"
"Pete's Dragon","2016","David Lowery","3","Wes Bentley","man","1978-09-04","38","Bryce Dallas Howard","woman","1981-03-02","35"
"Professor Marston and the Wonder Women","2017","Angela Robinson","3","Luke Evans","man","1979-04-15","38","Rebecca Hall","woman","1982-05-03","35"
"Pushing Tin","1999","Mike Newell","3","John Cusack","man","1966-06-28","33","Cate Blanchett","woman","1969-05-14","30"
"Ready Player One","2018","Steven Spielberg","3","Tye Sheridan","man","1996-11-11","22","Olivia Cooke","woman","1993-12-27","25"
"Risky Business","1983","Paul Brickman","3","Tom Cruise","man","1962-07-03","21","Rebecca De Mornay","woman","1959-08-29","24"
"Robin Hood: Prince of Thieves","1991","Kevin Reynolds","3","Kevin Costner","man","1955-01-18","36","Mary Elizabeth Mastrantonio","woman","1958-11-17","33"
"Savages","2007","undefined","3","Aaron Taylor-Johnson","man","1990-06-13","17","Blake Lively","woman","1987-08-25","20"
"Selma","2014","Ava DuVernay","3","David Oyelowo","man","1976-04-01","38","Carmen Ejogo","woman","1973-01-01","41"
"She's All That","1999","Robert Iscove","3","Freddie Prinze Jr.","man","1976-03-08","23","Rachael Leigh Cook","woman","1979-10-04","20"
"Six Days, Seven Nights","1998","Ivan Reitman","3","David Schwimmer","man","1966-11-02","32","Anne Heche","woman","1969-05-25","29"
"Solo: A Star Wars Story","2018","Ron Howard","3","Alden Ehrenreich","man","1989-11-22","29","Emilia Clarke","woman","1986-10-23","32"
"Soul Food","1997","George Tillman Jr.","3","Michael Beach","man","1963-10-30","34","Gina Ravera","woman","1966-05-20","31"
"Tag","2018","Jeff Tomsic","3","Jeremy Renner","man","1971-01-07","47","Leslie Bibb","woman","1974-11-17","44"
"The 40-Year Old Virgin","2005","Judd Apatow","3","Steve Carell","man","1962-08-16","43","Catherine Keener","woman","1959-03-23","46"
"The Age of Adaline","2015","Lee Toland Krieger","3","Anthony Ingruber","man","1990-02-05","25","Blake Lively","woman","1987-08-25","28"
"The Beach","2000","Danny Boyle","3","Guillaume Canet","man","1973-04-10","27","Virginie Ledoyen","woman","1976-11-15","24"
"The Best of me","2014","Michael Hoffman","3","James Marsden","man","1973-09-18","41","Michelle Monaghan","woman","1976-03-23","38"
"The Dark Knight","2008","Christopher Nolan","3","Christian Bale","man","1974-01-30","34","Maggie Gyllenhaal","woman","1977-11-16","31"
"The Departed","2006","Martin Scorsese","3","Matt Damon","man","1970-10-08","36","Vera Farmiga","woman","1973-08-06","33"
"The Disaster Artist","2017","James Franco","3","Dave Franco","man","1985-06-12","32","Alison Brie","woman","1982-12-29","35"
"The Fault in Our Stars","2014","Josh Boone","3","Ansel Elgort","man","1994-03-14","20","Shailene Woodley","woman","1991-11-15","23"
"The Favourite","2018","Yorgos Lanthimos","3","Joe Alwyn","man","1991-02-21","27","Emma Stone","woman","1988-11-06","30"
"The Five-Year Engagement","2012","Nicholas Stoller","3","Jason Segel","man","1980-01-18","32","Emily Blunt","woman","1983-02-23","29"
"The Graduate","1967","Mike Nichols","3","Dustin Hoffman","man","1937-08-08","30","Katharine Ross","woman","1940-01-29","27"
"The Lucky One","2012","Scott Hicks","3","Zac Efron","man","1987-10-18","25","Taylor Schilling","woman","1984-07-27","28"
"The Matrix","1999","Lana Wachowski, Lilly Wachowski","3","Keanu Reeves","man","1964-09-02","35","Carrie-Anne Moss","woman","1967-08-21","32"
"The Only Living Boy in New York","2017","Marc Webb","3","Callum Turner","man","1990-02-15","27","Kiersey Clemons","woman","1993-12-17","24"
"The Spy Who Dumped Me","2018"," Susanna Fogel","3","Sam Heughan","man","1980-04-30","38","Mila Kunis","woman","1983-08-14","35"
"The Story of Us","1999","Rob Reiner","3","Bruce Willis","man","1955-03-19","44","Michelle Pfeiffer","woman","1958-04-29","41"
"The Vow","2012","Michael Sucsy","3","Scott Speedman","man","1975-09-01","37","Rachel McAdams","woman","1978-11-17","34"
"Trainwreck","2015","Judd Apatow","3","Bill Hader","man","1978-06-07","37","Amy Schumer","woman","1981-06-01","34"
"Twilight","2008","Catherine Hardwicke","3","Jackson Rathbone","man","1984-12-14","24","Ashley Greene","woman","1987-04-21","21"
"Twilight","2008","Catherine Hardwicke","3","Kellan Lutz","man","1985-03-15","23","Nikki Reed","woman","1988-05-17","20"
"Us","2019","Jordan Peele","3","Winston Duke","man","1986-11-15","33","Lupita Nyong'o","woman","1983-03-01","36"
"Wedding Crashers","2005","David Dobkin","3","Bradley Cooper","man","1975-01-05","30","Rachel McAdams","woman","1978-11-17","27"
"White Men Can't Jump","1992","Ron Shelton","3","Woody Harrelson","man","1961-07-23","31","Rosie Perez","woman","1964-09-06","28"
"Widows","2018","Steve McQueen","3","Manuel Garcia-Rulfo","man","1981-02-25","37","Michelle Rodriguez","woman","1978-07-12","40"
"X2: X-Men United","2003","Bryan Singer","3","Shawn Ashmore","man","1979-10-07","24","Anna Paquin","woman","1982-07-24","21"
"10 Things I Hate About You","1999","Gil Junger","2","Heath Ledger","man","1979-04-24","20","Julia Stiles","woman","1981-03-28","18"
"A Most Violent Year","2014","J.C. Chandor","2","Oscar Isaac","man","1979-03-09","35","Jessica Chastain","woman","1977-03-24","37"
"A Simple Favor","2018","Paul Feig","2","Henry Golding","man","1987-02-05","31","Anna Kendrick","woman","1985-08-09","33"
"A Walk on the Moon","1999","Tony Goldwyn","2","Liev Schreiber","man","1967-10-04","32","Diane Lane","woman","1965-01-21","34"
"Ace Ventura: Pet Detective","1994","Tom Shadyac","2","Jim Carrey","man","1962-01-17","32","Courteney Cox","woman","1964-06-15","30"
"Aladdin","2019","Guy Ritchie","2","Mena Massoud","man","1991-09-17","28","Naomi Scott","woman","1993-05-06","26"
"And So It Goes","2014","Rob Reiner","2","Michael Douglas","man","1944-09-25","70","Diane Keaton","woman","1946-01-05","68"
"Anger Management","2003","Peter Segal","2","Adam Sandler","man","1966-09-09","37","Marisa Tomei","woman","1964-12-04","39"
"Annihilation","2018","Alex Garland","2","Oscar Isaac","man","1979-03-09","39","Natalie Portman","woman","1981-06-09","37"
"Austin Powers: International Man of Mystery","1997","Jay Roach","2","Mike Myers","man","1963-04-25","34","Elizabeth Hurley","woman","1965-06-10","32"
"Ben-Hur","2016","Timur Bekmambetov","2","Jack Huston","man","1982-12-07","34","Nazanin Boniadi","woman","1980-05-22","36"
"Big Daddy","1999","Dennis Dugan","2","Adam Sandler","man","1966-09-09","33","Joey Lauren Adams","woman","1968-01-09","31"
"Bridesmaids","2011","Paul Feig","2","Jon Hamm","man","1971-03-10","40","Kristen Wiig","woman","1973-08-22","38"
"Brokeback Mountain","2005","Ang Lee","2","Jake Gyllenhaal","man","1980-12-19","25","Anne Hathaway","woman","1982-11-12","23"
"Casanova","2005","Lasse Hallström","2","Heath Ledger","man","1979-04-24","26","Sienna Miller","woman","1981-12-28","24"
"Crazy, Stupid, Love","2011","Glenn Ficarra, John Requa","2","Kevin Bacon","man","1958-07-08","53","Julianne Moore","woman","1960-12-03","51"
"Crazy, Stupid, Love","2011","Glenn Ficarra, John Requa","2","Steve Carell","man","1962-08-16","49","Julianne Moore","woman","1960-12-03","51"
"Dan in Real Life","2007","Peter Hedges","2","Steve Carell","man","1962-08-16","45","Juliette Binoche","woman","1964-03-09","43"
"Dave","1993","Ivan Reitman","2","Kevin Kline","man","1947-10-24","46","Sigourney Weaver","woman","1949-10-08","44"
"Doctor Strange","2016","Scott Derrickson","2","Benedict Cumberbatch","man","1976-07-19","40","Rachel McAdams","woman","1978-11-17","38"
"Down and Out in Beverly Hills","1986","Paul Mazursky","2","Richard Dreyfuss","man","1947-10-29","39","Bette Midler","woman","1945-12-01","41"
"EDtv","1999","Ron Howard","2","Matthew McConaughey","man","1969-11-04","30","Jenna Elfman","woman","1971-09-30","28"
"Easy A","2010","Will Gluck","2","Penn Badgley","man","1986-11-01","24","Emma Stone","woman","1988-11-06","22"
"Ed Wood","1994","Tim Burton","2","Johnny Depp","man","1963-06-09","31","Sarah Jessica Parker","woman","1965-03-25","29"
"Enchanted","2007","Kevin Lima","2","James Marsden","man","1973-09-18","34","Idina Menzel","woman","1971-05-30","36"
"Enemy at the Gates","2001","Jean-Jacques Annaud","2","Jude Law","man","1972-12-29","29","Rachel Weisz","woman","1970-03-07","31"
"Fantastic Beasts and Where to Find Them","2016","David Yates","2","Eddie Redmayne","man","1982-01-26","34","Katherine Waterston","woman","1980-03-03","36"
"Fifty Shades of Grey","2015","Sam Taylor-Johnson","2","Luke Grimes","man","1984-01-21","31","Eloise Mumford","woman","1986-09-24","29"
"Four Weddings and a Funeral","1994","Mike Newell","2","Hugh Grant","man","1960-09-09","34","Andie MacDowell","woman","1958-04-21","36"
"Friends with Benefits","2011","Will Gluck","2","Justin Timberlake","man","1981-01-31","30","Mila Kunis","woman","1983-08-14","28"
"Gangs of New York","2002","Martin Scorsese","2","Leonardo DiCaprio","man","1974-11-11","28","Cameron Diaz","woman","1972-08-30","30"
"I Don't Know How She Does It","2011","Douglas McGrath","2","Greg Kinnear","man","1963-06-17","48","Sarah Jessica Parker","woman","1965-03-25","46"
"Imagine Me & You","2005","Ol Parker","2","Matthew Goode","man","1978-04-03","27","Piper Perabo","woman","1976-10-31","29"
"Inventing the Abbotts","1997","Pat O'Connor","2","Billy Crudup","man","1968-07-08","29","Jennifer Connelly","woman","1970-12-12","27"
"Jeux d'enfants","2003","Yann Samuell","2","Guillaume Canet","man","1973-04-10","30","Marion Cotillard","woman","1975-09-30","28"
"Jurassic World","2015","Colin Trevorrow","2","Chris Pratt","man","1979-06-21","36","Bryce Dallas Howard","woman","1981-03-02","34"
"Last Holiday","2006","Wayne Wang","2","LL Cool J","man","1968-01-14","38","Queen Latifah","woman","1970-03-18","36"
"Last Night","2010","Massy Tadjedin","2","Sam Worthington","man","1976-08-02","34","Eva Mendes","woman","1974-03-05","36"
"Le notti di Cabiria","1957","Federico Fellini","2","François Périer","man","1919-11-10","38","Giulietta Masina","woman","1921-02-22","36"
"Legally Blonde","2001","Robert Luketic","2","Matthew Davis","man","1978-05-08","23","Reese Witherspoon","woman","1976-03-21","25"
"Little Nicky","2000","Steven Brill","2","Adam Sandler","man","1966-09-09","34","Patricia Arquette","woman","1968-04-08","32"
"Love & Basketball","2000","Gina Prince-Bythewood","2","Omar Epps","man","1973-07-20","27","Sanaa Lathan","woman","1971-09-19","29"
"Love & Other Drugs","2010","Edward Zwick","2","Jake Gyllenhaal","man","1980-12-19","30","Anne Hathaway","woman","1982-11-12","28"
"Love Story","1970","Arthur Hiller","2","Ryan O'Neal","man","1941-04-20","29","Ali MacGraw","woman","1939-04-01","31"
"Mona Lisa Smile","2003","Mike Newell","2","Dominic West","man","1969-10-15","34","Julia Roberts","woman","1967-10-28","36"
"Office Space","1999","Mike Judge","2","Ron Livingston","man","1967-06-05","32","Jennifer Aniston","woman","1969-02-11","30"
"Old School","2003","Todd Phillips","2","Luke Wilson","man","1971-09-21","32","Ellen Pompeo","woman","1969-11-10","34"
"Pitch Perfect","2012","Jason Moore","2","Skylar Astin","man","1987-09-23","25","Anna Kendrick","woman","1985-08-09","27"
"Robin Hood","2018","Otto Bathurst","2","Taron Egerton","man","1989-11-10","29","Eve Hewson","woman","1991-07-07","27"
"Rumor Has It...","2005","Rob Reiner","2","Mark Ruffalo","man","1967-11-22","38","Jennifer Aniston","woman","1969-02-11","36"
"Safe Men","1998","John Hamburg","2","Sam Rockwell","man","1968-11-05","30","Christina Kirk","woman","1970-11-10","28"
"Sex and the City","2008","Michael Patrick King","2","David Eigenberg","man","1964-05-17","44","Cynthia Nixon","woman","1966-04-09","42"
"Shakespeare in Love","1998","John Madden","2","Joseph Fiennes","man","1970-05-27","28","Gwyneth Paltrow","woman","1972-09-27","26"
"Sister Act","1992","Emile Ardolino","2","Bill Nunn","man","1953-10-20","39","Whoopi Goldberg","woman","1955-11-13","37"
"Something New","2006","Sanaa Hamri","2","Simon Baker","man","1969-07-30","37","Sanaa Lathan","woman","1971-09-19","35"
"Spider-Man: Far From Home","2019","Jon Watts","2","Jon Favreau","man","1966-10-19","53","Marisa Tomei","woman","1964-12-04","55"
"Tag","2018","Jeff Tomsic","2","Jake Johnson","man","1978-05-28","40","Rashida Jones","woman","1976-02-25","42"
"Tag","2018","Jeff Tomsic","2","Ed Helms","man","1974-01-24","44","Isla Fisher","woman","1976-02-03","42"
"The Beach","2000","Danny Boyle","2","Leonardo DiCaprio","man","1974-11-11","26","Virginie Ledoyen","woman","1976-11-15","24"
"The Butterfly Effect","2004","Eric Bress, J. Mackye Gruber","2","Ashton Kutcher","man","1978-02-07","26","Amy Smart","woman","1976-03-26","28"
"The English Patient","1996","Anthony Minghella","2","Kristin Scott Thomas","woman","1960-05-24","36","Ralph Fiennes","man","1962-12-22","34"
"The Family Stone","2007","Thomas Bezucha","2","Dermot Mulroney","man","1963-10-31","44","Sarah Jessica Parker","woman","1965-03-25","42"
"The Family Stone","2007","Thomas Bezucha","2","Craig T. Nelson","man","1944-04-04","63","Diane Keaton","woman","1946-01-05","61"
"The Girl with the Dragon Tattoo","2011","David Fincher","2","Daniel Craig","man","1968-03-02","43","Robin Wright","woman","1966-04-08","45"
"The Good Shepherd","2006","Robert De Niro","2","Matt Damon","man","1970-10-08","36","Tammy Blanchard","woman","1972-12-14","34"
"The Hunger Games: Mockingjay Part 2","2015","Francis Lawrence","2","Josh Hutcherson","man","1992-10-12","23","Jennifer Lawrence","woman","1990-08-15","25"
"The Kids Are All Right","2010","Lisa Cholodenko","2","Annette Bening","woman","1958-05-29","52","Julianne Moore","woman","1960-12-03","50"
"The Last Time I Committed Suicide","1997","Stephen T. Kay","2","Thomas Jane","man","1969-02-22","28","Claire Forlani","woman","1971-12-17","26"
"The Mummy","1999","Stephen Sommers","2","Brendan Fraser","man","1968-12-03","31","Rachel Weisz","woman","1970-03-07","29"
"The Notebook","2004","Nick Cassavetes","2","Ryan Gosling","man","1980-11-12","24","Rachel McAdams","woman","1978-11-17","26"
"The Other Woman","2014","Nick Cassavetes","2","Nikolaj Coster-Waldau","man","1970-07-27","44","Leslie Mann","woman","1972-03-26","42"
"The Other Woman","2014","Nick Cassavetes","2","Nikolaj Coster-Waldau","man","1970-07-27","44","Cameron Diaz","woman","1972-08-30","42"
"The Private Lives of Pippa Lee","2009","Rebecca Miller","2","Keanu Reeves","man","1964-09-02","45","Robin Wright","woman","1966-04-08","43"
"The Twilight Saga: New Moon","2009","Chris Weitz","2","Taylor Lautner","man","1992-02-11","17","Kristen Stewart","woman","1990-04-09","19"
"The Vow","2012","Michael Sucsy","2","Channing Tatum","man","1980-04-26","32","Rachel McAdams","woman","1978-11-17","34"
"The Wood","1999","Rick Famuyiwa","2","Omar Epps","man","1973-07-20","26","Sanaa Lathan","woman","1971-09-19","28"
"The Young Victoria","2009","Jean-Marc Vallée","2","Rupert Friend","man","1981-10-01","28","Emily Blunt","woman","1983-02-23","26"
"Thor","2011","Kenneth Branagh","2","Chris Hemsworth","man","1983-08-11","28","Natalie Portman","woman","1981-06-09","30"
"Tristan + Isolde","2006","Kevin Reynolds","2","James Franco","man","1978-04-19","28","Sophia Myles","woman","1980-03-18","26"
"Twilight","2008","Catherine Hardwicke","2","Peter Facinelli","man","1973-11-26","35","Elizabeth Reaser","woman","1975-06-15","33"
"Unforgettable","2017","Denise Di Novi","2","Geoff Stults","man","1977-12-15","40","Rosario Dawson","woman","1979-05-09","38"
"Virginia","2010","Dustin Lance Black","2","Harrison Gilbertson","man","1993-06-29","17","Emma Roberts","woman","1991-02-10","19"
"Walk the Line","2005","James Mangold","2","Joaquin Phoenix","man","1974-10-28","31","Reese Witherspoon","woman","1976-03-21","29"
"We Were Soldiers","2002","Randall Wallace","2","Mel Gibson","man","1956-01-03","46","Madeleine Stowe","woman","1958-08-18","44"
"Why Him?","2016","John Hamburg","2","Bryan Cranston","man","1956-03-07","60","Megan Mullally","woman","1958-11-12","58"
"500 Days of Summer","2009","Marc Webb","1","Joseph Gordon-Levitt","man","1981-02-17","28","Zooey Deschanel","woman","1980-01-17","29"
"9 1/2 Weeks","1986","Adrian Lyne","1","Mickey Rourke","man","1952-09-16","34","Kim Basinger","woman","1953-12-08","33"
"A Knight's Tale","2001","Brian Helgeland","1","Heath Ledger","man","1979-04-24","22","Shannyn Sossamon","woman","1978-10-03","23"
"Angel Eyes","2001","Luis Mandoki","1","Jim Caviezel","man","1968-09-26","33","Jennifer Lopez","woman","1969-07-24","32"
"Australia","2008","Baz Luhrmann","1","Hugh Jackman","man","1968-10-12","40","Nicole Kidman","woman","1967-06-20","41"
"Baywatch","2017","Seth Gordon","1","Zac Efron","man","1987-10-18","30","Alexandra Daddario","woman","1986-03-16","31"
"Because I Said So","2007","Michael Lehmann","1","Stephen Collins","man","1947-10-01","60","Diane Keaton","woman","1946-01-05","61"
"Before Sunrise","1995","Richard Linklater","1","Ethan Hawke","man","1970-11-06","25","Julie Delpy","woman","1969-12-21","26"
"Beverly Hills Ninja","1997","Dennis Dugan","1","Chris Farley","man","1964-02-15","33","Nicollette Sheridan","woman","1963-11-21","34"
"Breakfast at Tiffany's","1961","Blake Edwards","1","George Peppard","man","1928-10-01","33","Audrey Hepburn","woman","1929-05-04","32"
"Breathe","2017","Andy Serkis","1","Andrew Garfield","man","1983-08-20","34","Claire Foy","woman","1984-04-16","33"
"Brokeback Mountain","2005","Ang Lee","1","Jake Gyllenhaal","man","1980-12-19","25","Heath Ledger","man","1979-04-24","26"
"Brokeback Mountain","2005","Ang Lee","1","Heath Ledger","man","1979-04-24","26","Michelle Williams","woman","1980-09-09","25"
"Captain America: The First Avenger","2011","Joe Johnston","1","Chris Evans","man","1981-06-13","30","Hayley Atwell","woman","1982-04-05","29"
"Chocolat","2000","Lasse Hallström","1","Johnny Depp","man","1963-06-09","37","Juliette Binoche","woman","1964-03-09","36"
"Cocktail","1988","Homi Adajania","1","Tom Cruise","man","1962-07-03","26","Elisabeth Shue","woman","1963-10-06","25"
"Dodgeball","2004","Rawson Marshall Thurber","1","Vince Vaughn","man","1970-03-28","34","Christine Taylor","woman","1971-07-30","33"
"Dr. No","1962","Terence Young","1","Sean Connery","man","1930-08-25","32","Eunice Gayson","woman","1931-03-17","31"
"Fever Pitch","2005","Bobby Farrelly, Peter Farrelly","1","Jimmy Fallon","man","1974-09-19","31","Drew Barrymore","woman","1975-02-22","30"
"French Kiss","1995","Lawrence Kasdan","1","Timothy Hutton","man","1960-08-16","35","Meg Ryan","woman","1961-11-19","34"
"Friday","1995","F. Gary Gray","1","Ice Cube","man","1969-06-15","26","Nia Long","woman","1970-10-30","25"
"Get Out","2017","Jordan Peele","1","Daniel Kaluuya","man","1989-02-24","28","Allison Williams","woman","1988-04-13","29"
"Guardians of the Galaxy","2014","James Gunn","1","Chris Pratt","man","1979-06-21","35","Zoe Saldana","woman","1978-06-19","36"
"Hardball","2001","Brian Robbins","1","Keanu Reeves","man","1964-09-02","37","Diane Lane","woman","1965-01-21","36"
"He's Just Not That Into You","2009","Ken Kwapis","1","Kevin Connolly","man","1974-03-05","35","Drew Barrymore","woman","1975-02-22","34"
"Hustle & Flow","2005","Craig Brewer","1","Terrence Howard","man","1969-03-11","36","Taraji P. Henson","woman","1970-09-11","35"
"In the Heights","2021","John M. Chu","1","Anthony Ramos","man","1991-11-01","30","Melissa Barrera","woman","1990-07-04","31"
"Inception","2010","Christopher Nolan","1","Leonardo DiCaprio","man","1974-11-11","36","Marion Cotillard","woman","1975-09-30","35"
"Indecent Proposal","1993","Adrian Lyne","1","Woody Harrelson","man","1961-07-23","32","Demi Moore","woman","1962-11-11","31"
"Juno","2007","Jason Reitman","1","Michael Cera","man","1988-06-07","19","Ellen Page","woman","1987-02-21","20"
"Jury Duty","1995","John Fortenberry","1","Pauly Shore","man","1968-02-01","27","Tia Carrere","woman","1967-01-02","28"
"Lady Bird","2017","Greta Gerwig","1","Timothée Chalamet","man","1995-12-27","22","Saoirse Ronan","woman","1994-04-12","23"
"Layer Cake","2004","Matthew Vaughn","1","Ben Whishaw","man","1980-10-14","24","Sienna Miller","woman","1981-12-28","23"
"Leap Year","2010","Anand Tucker","1","Adam Scott","man","1973-04-03","37","Amy Adams","woman","1974-08-20","36"
"Marriage Story","2019","Noah Baumbach","1","Adam Driver","man","1983-11-19","36","Scarlett Johansson","woman","1984-11-22","35"
"Miss Congeniality","2000","Donald Petrie","1","Benjamin Bratt","man","1963-12-16","37","Sandra Bullock","woman","1964-07-26","36"
"Monster Trucks","2017","Chris Wedge","1","Lucas Till","man","1990-08-10","27","Jane Levy","woman","1989-12-29","28"
"Mother's Day","2016","Garry Marshall","1","Timothy Olyphant","man","1968-05-20","48","Jennifer Aniston","woman","1969-02-11","47"
"My Big Fat Greek Wedding","2002","Joel Zwick","1","John Corbett","man","1961-05-09","41","Nia Vardalos","woman","1962-09-24","40"
"On Her Majesty's Secret Service","1969","Peter R. Hunt","1","George Lazenby","man","1939-09-05","30","Diana Rigg","woman","1938-07-20","31"
"Pearl Harbor","2001","Michael Bay","1","Ben Affleck","man","1972-08-15","29","Kate Beckinsale","woman","1973-07-26","28"
"Pride & Prejudice","2005","Joe Wright","1","Simon Woods","man","1980-01-07","25","Rosamund Pike","woman","1979-01-27","26"
"Punch-Drunk Love","2002","Paul Thomas Anderson","1","Adam Sandler","man","1966-09-09","36","Emily Watson","woman","1967-01-14","35"
"Requiem for a Dream","2000","Darren Aronofsky","1","Jared Leto","man","1971-12-26","29","Jennifer Connelly","woman","1970-12-12","30"
"Ride Along","2014","Tim Story","1","Kevin Hart","man","1979-07-06","35","Tika Sumpter","woman","1980-06-20","34"
"Rumble Fish","1983","Francis Ford Coppola","1","Matt Dillon","man","1964-02-18","19","Diane Lane","woman","1965-01-21","18"
"Sense and Sensibility","1995","Ang Lee","1","Hugh Grant","man","1960-09-09","35","Emma Thompson","woman","1959-04-15","36"
"Shopgirl","2005","Anand Tucker","1","Jason Schwartzman","man","1980-06-26","25","Claire Danes","woman","1979-04-12","26"
"Skyscraper","2018","Rawson Marshall Thurber","1","Dwayne Johnson","man","1972-05-02","46","Neve Campbell","woman","1973-10-03","45"
"Slackers","2002","Dewey Nicks","1","Devon Sawa","man","1978-09-07","24","Jaime King","woman","1979-04-23","23"
"Star Trek","2009","J.J. Abrams","1","Zachary Quinto","man","1977-06-02","32","Zoe Saldana","woman","1978-06-19","31"
"Stella Dallas","1937","King Vidor","1","Tim Holt","man","1919-02-05","18","Anne Shirley","woman","1918-04-17","19"
"Stomp the Yard","2007","Sylvain White","1","Columbus Short","man","1982-09-19","25","Meagan Good","woman","1981-08-08","26"
"Tadpole","2002","Gary Winick","1","John Ritter","man","1948-09-17","54","Sigourney Weaver","woman","1949-10-08","53"
"The Aviator","2004","Martin Scorsese","1","Leonardo DiCaprio","man","1974-11-11","30","Kate Beckinsale","woman","1973-07-26","31"
"The Break-Up","2006","Peyton Reed","1","Vince Vaughn","man","1970-03-28","36","Jennifer Aniston","woman","1969-02-11","37"
"The Departed","2006","Martin Scorsese","1","Leonardo DiCaprio","man","1974-11-11","32","Vera Farmiga","woman","1973-08-06","33"
